1,7,0,1,9,1,2,57,23
2,6,2,0,62,2,7,0,14
3,45,31,15,7,0,0,0,1
4,51,17,12,3,0,0,0,1
5,51,17,12,3,0,0,0,1
6,44,5,9,0,0,0,0,2
7,43,1,5,1,6,1,0,18
8,62,3,4,0,0,0,0,24
9,56,9,13,8,3,3,3,6
